event_id,timestamp,user_id,role,department_or_vendor,resource,auth_method,outcome,location,is_anomalous
IA001448,2026-06-01T16:33:30,VND2015,vendor,AeroFuel Solutions,Departure-Control-System,badge+pin,success,vendor-remote-site,0
IA003007,2026-06-01T16:38:22,STF1165,staff,Cargo,HR-Self-Service,sso_password,success,airport-terminal,0
IA004818,2026-06-01T16:45:39,VND2007,vendor,SkyLink Ground Services,Gate-Management-System,badge+pin,success,vendor-remote-site,0
IA002197,2026-06-01T16:56:27,VND2002,vendor,Horizon Cleaning Services,Departure-Control-System,vpn_password,success,airport-terminal,0
IA002374,2026-06-01T16:59:43,STF1007,staff,Baggage Handling,Airfield-Ops-Portal,vpn_certificate,success,airport-terminal,0
IA002811,2026-06-01T17:05:13,STF1084,staff,IT,Airfield-Ops-Portal,sso_mfa,success,airport-terminal,0
IA000524,2026-06-01T17:14:57,STF1157,staff,Gate Services,Gate-Management-System,sso_mfa,success,airport-terminal,0
IA003322,2026-06-01T17:25:32,STF1081,staff,Cargo,Baggage-Handling-System,vpn_certificate,success,airport-terminal,0
IA002728,2026-06-01T17:29:05,STF1139,staff,Gate Services,Retail-POS-Backend,badge+pin,success,airport-terminal,0
IA000898,2026-06-01T17:32:35,STF1108,staff,Security,Departure-Control-System,sso_password,success,airport-terminal,0
IA005518,2026-06-01T17:45:08,VND2006,vendor,Coastal Catering Co,Departure-Control-System,badge+pin,success,vendor-remote-site,0
IA001016,2026-06-01T17:46:05,STF1037,staff,Engineering & Maintenance,Airfield-Ops-Portal,vpn_certificate,success,airport-terminal,0
IA005301,2026-06-01T17:48:44,STF1072,staff,Retail Concessions,Departure-Control-System,sso_password,success,airport-terminal,0
IA003931,2026-06-01T18:03:58,STF1020,staff,Ground Operations,Cargo-Manifest-System,vpn_certificate,success,airport-terminal,0
IA004891,2026-06-01T18:16:46,STF1130,staff,Engineering & Maintenance,Departure-Control-System,vpn_password,fail,airport-terminal,0
IA000713,2026-06-01T18:16:51,STF1072,staff,Retail Concessions,Cargo-Manifest-System,sso_mfa,success,airport-terminal,0
IA005911,2026-06-01T18:21:11,STF1116,staff,IT,Gate-Management-System,vpn_password,success,airport-terminal,0
IA003833,2026-06-01T18:30:14,STF1009,staff,Retail Concessions,Airfield-Ops-Portal,vpn_certificate,success,airport-terminal,0
IA005277,2026-06-01T18:38:03,STF1114,staff,Gate Services,Baggage-Handling-System,sso_password,success,airport-terminal,0
IA002676,2026-06-01T18:39:07,VND2030,vendor,Meridian Aircraft Maintenance,Departure-Control-System,badge+pin,success,vendor-remote-site,0
IA001550,2026-06-01T18:42:02,STF1177,staff,IT,Cargo-Manifest-System,badge+pin,success,airport-terminal,0
IA005703,2026-06-01T18:43:14,STF1040,staff,Cargo,Airfield-Ops-Portal,sso_password,success,airport-terminal,0
IA002997,2026-06-01T18:44:13,VND2002,vendor,Horizon Cleaning Services,Retail-POS-Backend,sso_mfa,success,airport-terminal,0
IA004146,2026-06-01T18:56:10,STF1153,staff,Ground Operations,Baggage-Handling-System,sso_mfa,success,airport-terminal,0
IA001606,2026-06-01T19:03:14,STF1020,staff,Ground Operations,Departure-Control-System,sso_mfa,success,airport-terminal,0
IA005317,2026-06-01T19:04:07,STF1007,staff,Baggage Handling,Airfield-Ops-Portal,sso_password,fail,airport-terminal,0
IA002873,2026-06-01T19:08:03,STF1141,staff,Retail Concessions,Departure-Control-System,sso_password,success,airport-terminal,0
IA002385,2026-06-01T19:21:55,STF1094,staff,IT,Maintenance-Ticketing,vpn_certificate,success,airport-terminal,0
IA005681,2026-06-01T19:30:03,STF1140,staff,Engineering & Maintenance,Gate-Management-System,sso_password,success,airport-terminal,0
IA003354,2026-06-01T19:31:44,STF1078,staff,Baggage Handling,Staff-VPN,sso_password,success,airport-terminal,0
IA005563,2026-06-01T19:40:01,STF1127,staff,Baggage Handling,HR-Self-Service,sso_password,success,airport-terminal,0
IA004558,2026-06-01T19:56:28,VND2013,vendor,Falcon Cargo Handling,Airfield-Ops-Portal,vpn_password,success,vendor-remote-site,0
IA004517,2026-06-01T20:08:00,STF1026,staff,Gate Services,Gate-Management-System,vpn_password,success,airport-terminal,0
IA001839,2026-06-01T20:12:42,STF1027,staff,Baggage Handling,Departure-Control-System,badge+pin,success,airport-terminal,0
IA005537,2026-06-01T20:15:59,STF1101,staff,Retail Concessions,Baggage-Handling-System,badge+pin,success,airport-terminal,0
IA002217,2026-06-01T20:21:25,STF1069,staff,Baggage Handling,Airfield-Ops-Portal,sso_mfa,success,airport-terminal,0
IA000614,2026-06-01T20:35:15,STF1045,staff,Baggage Handling,Cargo-Manifest-System,badge+pin,success,airport-terminal,0
IA005075,2026-06-01T20:42:02,STF1060,staff,Retail Concessions,Gate-Management-System,badge+pin,success,airport-terminal,0
IA002384,2026-06-01T20:43:52,STF1155,staff,Cargo,Departure-Control-System,sso_password,success,airport-terminal,0
IA004638,2026-06-01T21:18:58,STF1022,staff,Ground Operations,Baggage-Handling-System,sso_mfa,success,airport-terminal,0
IA000102,2026-06-01T21:19:24,STF1000,staff,Ground Operations,Cargo-Manifest-System,badge+pin,success,airport-terminal,0
IA001689,2026-06-01T21:22:44,VND2010,vendor,SkyLink Ground Services,Airfield-Ops-Portal,vpn_password,success,airport-terminal,0
IA005188,2026-06-01T21:25:05,VND2011,vendor,Falcon Cargo Handling,Gate-Management-System,sso_password,success,airport-terminal,0
IA001989,2026-06-01T21:44:29,STF1074,staff,Baggage Handling,HR-Self-Service,badge+pin,success,airport-terminal,0
IA000752,2026-06-01T21:53:02,STF1141,staff,Retail Concessions,HR-Self-Service,badge+pin,success,airport-terminal,0
IA003291,2026-06-01T23:38:43,VND2002,vendor,Horizon Cleaning Services,Staff-VPN,vpn_certificate,success,vendor-remote-site,0
IA001740,2026-06-01T23:48:16,STF1060,staff,Retail Concessions,Departure-Control-System,badge+pin,success,airport-terminal,0
IA005803,2026-06-02T00:45:06,VND2034,vendor,SkyLink Ground Services,Maintenance-Ticketing,vpn_password,success,airport-terminal,0
IA002365,2026-06-02T00:51:50,STF1094,staff,IT,Departure-Control-System,badge+pin,success,airport-terminal,0
IA004855,2026-06-02T01:04:20,STF1154,staff,Ground Operations,Airfield-Ops-Portal,sso_password,fail,airport-terminal,0
IA005899,2026-06-02T01:48:29,VND2011,vendor,Falcon Cargo Handling,Airfield-Ops-Portal,vpn_certificate,success,vendor-remote-site,0
IA000653,2026-06-02T03:37:03,STF1023,staff,Baggage Handling,Departure-Control-System,vpn_password,fail,airport-terminal,0
IA000012,2026-06-02T03:53:39,VND2013,vendor,Falcon Cargo Handling,Airfield-Ops-Portal,badge+pin,success,airport-terminal,0
IA000907,2026-06-02T04:06:13,STF1109,staff,IT,HR-Self-Service,sso_password,success,airport-terminal,0
IA005212,2026-06-02T04:41:32,VND2014,vendor,AeroFuel Solutions,Cargo-Manifest-System,badge+pin,success,vendor-remote-site,0
IA003739,2026-06-02T06:03:20,STF1080,staff,Cargo,Maintenance-Ticketing,sso_mfa,success,airport-terminal,0
IA005884,2026-06-02T06:07:09,STF1022,staff,Ground Operations,Staff-VPN,vpn_password,success,airport-terminal,0
IA003232,2026-06-02T06:12:00,STF1017,staff,Gate Services,Staff-VPN,badge+pin,success,airport-terminal,0
IA000701,2026-06-02T06:12:36,STF1147,staff,Ground Operations,Gate-Management-System,badge+pin,success,airport-terminal,0
IA005895,2026-06-02T06:14:31,STF1087,staff,Ground Operations,Airfield-Ops-Portal,badge+pin,success,airport-terminal,0
IA002245,2026-06-02T06:15:21,STF1119,staff,Baggage Handling,Departure-Control-System,badge+pin,success,airport-terminal,0
IA006159,2026-06-02T06:20:08,VND2031,vendor,Meridian Aircraft Maintenance,Baggage-Handling-System,vpn_password,success,airport-terminal,0
IA004314,2026-06-02T06:23:03,VND2014,vendor,AeroFuel Solutions,Gate-Management-System,sso_password,success,airport-terminal,0
IA003719,2026-06-02T06:34:17,STF1127,staff,Baggage Handling,Baggage-Handling-System,badge+pin,success,airport-terminal,0
IA005195,2026-06-02T06:45:08,STF1102,staff,IT,Baggage-Handling-System,sso_password,success,airport-terminal,0
IA000631,2026-06-02T07:03:03,STF1152,staff,Ground Operations,Departure-Control-System,vpn_certificate,success,airport-terminal,0
IA005134,2026-06-02T07:11:57,STF1142,staff,Gate Services,Maintenance-Ticketing,sso_mfa,success,airport-terminal,0
IA000702,2026-06-02T07:32:32,VND2027,vendor,Meridian Aircraft Maintenance,Baggage-Handling-System,sso_mfa,success,airport-terminal,0
IA001265,2026-06-02T07:32:43,STF1169,staff,Ground Operations,Departure-Control-System,sso_password,success,airport-terminal,0
IA002034,2026-06-02T08:05:15,STF1119,staff,Baggage Handling,HR-Self-Service,badge+pin,success,airport-terminal,0
IA004731,2026-06-02T08:29:43,VND2026,vendor,Horizon Cleaning Services,Airfield-Ops-Portal,badge+pin,success,vendor-remote-site,0
IA001500,2026-06-02T08:31:10,STF1174,staff,Ground Operations,Maintenance-Ticketing,sso_password,success,airport-terminal,0
IA001673,2026-06-02T08:39:36,STF1111,staff,Ground Operations,Retail-POS-Backend,badge+pin,success,airport-terminal,0
IA004483,2026-06-02T08:45:14,VND2015,vendor,AeroFuel Solutions,Maintenance-Ticketing,vpn_certificate,success,airport-terminal,0
IA002114,2026-06-02T08:51:27,STF1075,staff,Gate Services,Baggage-Handling-System,badge+pin,success,airport-terminal,0
IA002414,2026-06-02T09:00:27,STF1149,staff,Cargo,Gate-Management-System,sso_password,success,airport-terminal,0
IA005666,2026-06-02T09:00:38,VND2004,vendor,Falcon Cargo Handling,Airfield-Ops-Portal,vpn_password,success,vendor-remote-site,0
IA002139,2026-06-02T09:12:34,VND2009,vendor,Falcon Cargo Handling,Gate-Management-System,vpn_certificate,success,airport-terminal,0
IA004536,2026-06-02T09:14:53,STF1137,staff,Retail Concessions,Maintenance-Ticketing,sso_mfa,success,airport-terminal,0
IA001024,2026-06-02T09:18:19,STF1163,staff,Retail Concessions,Staff-VPN,vpn_certificate,success,airport-terminal,0
IA002095,2026-06-02T09:22:25,STF1117,staff,IT,Departure-Control-System,sso_mfa,success,airport-terminal,0
IA001450,2026-06-02T09:22:57,STF1044,staff,Ground Operations,Staff-VPN,badge+pin,success,airport-terminal,0
IA004458,2026-06-02T09:29:27,VND2033,vendor,Meridian Aircraft Maintenance,HR-Self-Service,sso_password,success,vendor-remote-site,0
IA000324,2026-06-02T09:36:49,STF1007,staff,Baggage Handling,Retail-POS-Backend,vpn_certificate,success,airport-terminal,0
IA003661,2026-06-02T09:40:17,STF1024,staff,Retail Concessions,Airfield-Ops-Portal,vpn_certificate,success,airport-terminal,0
IA005393,2026-06-02T09:48:43,STF1176,staff,Engineering & Maintenance,Gate-Management-System,badge+pin,success,airport-terminal,0
IA003636,2026-06-02T09:50:16,VND2005,vendor,AeroFuel Solutions,Retail-POS-Backend,sso_password,success,airport-terminal,0
IA003197,2026-06-02T09:59:25,STF1115,staff,Engineering & Maintenance,Cargo-Manifest-System,badge+pin,success,airport-terminal,0
IA003347,2026-06-02T10:06:55,STF1006,staff,Retail Concessions,Cargo-Manifest-System,vpn_certificate,success,airport-terminal,0
IA001195,2026-06-02T10:13:28,STF1026,staff,Gate Services,HR-Self-Service,sso_mfa,success,airport-terminal,0
IA005208,2026-06-02T10:24:53,STF1117,staff,IT,Departure-Control-System,sso_password,success,airport-terminal,0
IA002030,2026-06-02T10:29:23,STF1015,staff,Gate Services,Retail-POS-Backend,badge+pin,success,airport-terminal,0
IA004674,2026-06-02T10:32:52,STF1090,staff,Engineering & Maintenance,Staff-VPN,vpn_password,success,airport-terminal,0
IA000594,2026-06-02T10:37:46,STF1095,staff,Retail Concessions,Retail-POS-Backend,vpn_password,success,airport-terminal,0
IA001108,2026-06-02T10:39:05,VND2008,vendor,SkyLink Ground Services,Baggage-Handling-System,badge+pin,success,vendor-remote-site,0
IA005759,2026-06-02T10:51:32,VND2007,vendor,SkyLink Ground Services,Airfield-Ops-Portal,vpn_password,success,airport-terminal,0
IA001613,2026-06-02T10:52:48,STF1165,staff,Cargo,Departure-Control-System,sso_mfa,success,airport-terminal,0
IA000734,2026-06-02T10:53:40,STF1128,staff,Retail Concessions,Airfield-Ops-Portal,badge+pin,success,airport-terminal,0
IA005870,2026-06-02T11:21:01,STF1104,staff,Gate Services,Maintenance-Ticketing,sso_mfa,success,airport-terminal,0
IA004199,2026-06-02T11:24:19,STF1124,staff,Gate Services,Staff-VPN,sso_password,success,airport-terminal,0
IA002924,2026-06-02T11:36:24,STF1115,staff,Engineering & Maintenance,Cargo-Manifest-System,vpn_password,success,airport-terminal,0
IA000563,2026-06-02T11:47:58,VND2034,vendor,SkyLink Ground Services,Airfield-Ops-Portal,badge+pin,success,vendor-remote-site,0
IA002659,2026-06-02T12:00:30,VND2011,vendor,Falcon Cargo Handling,HR-Self-Service,vpn_password,success,vendor-remote-site,0
IA001971,2026-06-02T12:10:05,STF1034,staff,Ground Operations,HR-Self-Service,badge+pin,success,airport-terminal,0
IA002299,2026-06-02T12:10:34,STF1139,staff,Gate Services,Retail-POS-Backend,badge+pin,success,airport-terminal,0
IA005560,2026-06-02T12:16:12,STF1002,staff,Ground Operations,Departure-Control-System,sso_password,success,airport-terminal,0
IA000914,2026-06-02T12:35:55,STF1159,staff,Engineering & Maintenance,HR-Self-Service,sso_mfa,success,airport-terminal,0
IA002196,2026-06-02T12:57:12,STF1063,staff,Retail Concessions,Departure-Control-System,sso_mfa,success,airport-terminal,0
IA001496,2026-06-02T13:09:27,STF1173,staff,Baggage Handling,Staff-VPN,sso_mfa,success,airport-terminal,0
IA002421,2026-06-02T13:20:53,STF1084,staff,IT,Maintenance-Ticketing,vpn_password,success,airport-terminal,0
IA003261,2026-06-02T13:29:58,STF1106,staff,Retail Concessions,Maintenance-Ticketing,vpn_password,success,airport-terminal,0
IA004520,2026-06-02T13:35:47,STF1085,staff,Gate Services,Staff-VPN,sso_password,success,airport-terminal,0
IA002944,2026-06-02T13:36:07,VND2020,vendor,Coastal Catering Co,Retail-POS-Backend,badge+pin,success,vendor-remote-site,0
IA001777,2026-06-02T13:37:42,STF1020,staff,Ground Operations,Departure-Control-System,sso_password,success,airport-terminal,0
IA003612,2026-06-02T13:45:29,STF1107,staff,Baggage Handling,Gate-Management-System,sso_mfa,success,airport-terminal,0
IA001132,2026-06-02T13:48:01,STF1114,staff,Gate Services,Staff-VPN,sso_mfa,success,airport-terminal,0
IA003356,2026-06-02T14:13:20,VND2007,vendor,SkyLink Ground Services,Cargo-Manifest-System,sso_password,fail,vendor-remote-site,0
IA005021,2026-06-02T14:15:57,STF1025,staff,Security,Departure-Control-System,sso_mfa,success,airport-terminal,0
IA005639,2026-06-02T14:26:27,STF1020,staff,Ground Operations,Baggage-Handling-System,badge+pin,success,airport-terminal,0
IA002474,2026-06-02T14:35:23,STF1110,staff,Security,HR-Self-Service,sso_password,success,airport-terminal,0
IA000511,2026-06-02T14:35:27,VND2000,vendor,SkyLink Ground Services,Cargo-Manifest-System,sso_password,success,airport-terminal,0
IA000006,2026-06-02T14:45:21,STF1005,staff,Retail Concessions,Departure-Control-System,sso_mfa,fail,airport-terminal,0
IA001269,2026-06-02T15:01:33,STF1126,staff,IT,Cargo-Manifest-System,badge+pin,success,airport-terminal,0
IA002730,2026-06-02T15:01:43,STF1072,staff,Retail Concessions,Maintenance-Ticketing,vpn_password,success,airport-terminal,0
IA005814,2026-06-02T15:20:36,STF1039,staff,Engineering & Maintenance,Gate-Management-System,badge+pin,success,airport-terminal,0
IA003819,2026-06-02T15:23:22,VND2032,vendor,AeroFuel Solutions,Airfield-Ops-Portal,badge+pin,success,airport-terminal,0
IA001834,2026-06-02T15:25:05,STF1167,staff,Retail Concessions,Baggage-Handling-System,vpn_password,success,airport-terminal,1
IA003367,2026-06-02T15:27:08,STF1056,staff,IT,Maintenance-Ticketing,badge+pin,success,airport-terminal,0
IA005680,2026-06-02T15:34:18,STF1099,staff,Baggage Handling,Airfield-Ops-Portal,badge+pin,fail,airport-terminal,0
IA001985,2026-06-02T15:46:26,STF1005,staff,Retail Concessions,Airfield-Ops-Portal,vpn_certificate,success,airport-terminal,0
IA001683,2026-06-02T15:52:09,STF1177,staff,IT,Airfield-Ops-Portal,vpn_certificate,success,airport-terminal,0
IA002102,2026-06-02T16:10:37,STF1034,staff,Ground Operations,Departure-Control-System,vpn_password,success,airport-terminal,0
IA003208,2026-06-02T16:10:39,VND2024,vendor,AeroFuel Solutions,Retail-POS-Backend,sso_mfa,success,airport-terminal,0
IA005991,2026-06-02T16:13:32,VND2007,vendor,SkyLink Ground Services,Cargo-Manifest-System,badge+pin,success,vendor-remote-site,0
IA003107,2026-06-02T16:32:17,STF1114,staff,Gate Services,Baggage-Handling-System,sso_mfa,success,airport-terminal,0
IA002849,2026-06-02T16:32:39,STF1017,staff,Gate Services,Cargo-Manifest-System,sso_password,success,airport-terminal,0
IA002031,2026-06-02T17:04:24,VND2012,vendor,AeroFuel Solutions,HR-Self-Service,vpn_password,success,vendor-remote-site,0
